date,yt_pred_mlp_8,yt_true,yt_pred_d1d13_ar13,yt_pred_stacked_mlp,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy
1955-02-01,2325.677504838712,1944,2340.9693424101124,2333.494039018779,2209.526315789473,2032.729540611831,2058.89411002412
1955-03-01,2325.776825126617,2125,2142.592934682514,2315.9242316487457,2346.2105263157882,2169.41375496833,2189.7639724516557
1955-04-01,2439.76092366238,2260,2276.4975961192904,2433.3009864959417,2454.2631578947357,2277.4663895219264,2292.002255931823
1955-05-01,2506.5639892681565,2299,2357.0249417504992,2495.566224982633,2517.157894736841,2340.3611285987135,2349.0826446751485
1955-06-01,2571.794534825656,2323,2347.4866481199406,2489.280086712784,2671.6315789473674,2494.834813347759,2497.7419807868946
1955-07-01,3131.217731142354,2659,2907.7742384582943,3110.9317016651166,3061.842105263157,2885.0453374978147,2882.1381590039045
1955-08-01,3754.421975214944,3761,4038.965598575899,3838.0567192499298,4166.631578947367,3989.8348029635135,3981.1132845893353
1955-09-01,3511.0659716520336,2779,2743.660015664742,3662.364335925544,3416.842105263157,3240.045332974037,3225.5094628063443
1955-10-01,3020.8995821312537,2761,2463.585475053731,3010.138836729268,2947.7894736842095,2770.992702070887,2750.6424831286167
1955-11-01,2805.457684569845,2446,2441.98325304631,2810.4035509360115,2768.2631578947357,2591.4663838768097,2565.3018192403624
1955-12-01,2515.250351415169,2278,2272.578167906351,2511.828518927321,2529.7368421052624,2352.940065039563,2320.961155352108
1956-01-01,2304.385953692786,1879,2063.447005838523,2280.0399452592187,2352.95043859649,2176.6447595988075,2166.9208097020087
1956-02-01,2077.8962221637603,1881,1821.3105596980467,2024.8083840047984,2335.318859649122,2159.9953909065543,2144.489388879798
1956-03-01,2206.7536437518315,2165,1944.7964647125275,2197.4447551124567,2472.0030701754376,2297.661809553106,2276.406059465153
1956-04-01,2380.812380307344,2199,2142.348317926136,2404.223831950187,2580.055701754385,2406.696648396755,2379.723453037022
1956-05-01,2421.243424734733,2308,2292.6481602948625,2413.08064319486,2642.95043859649,2470.5735917635943,2437.9152538059298
1956-06-01,2532.0133472093944,2529,2228.112918046335,2488.524433226288,2797.424122807017,2626.029480802693,2587.7183038771423
1956-07-01,2957.7023409824974,2573,2774.352124124238,2976.3122812425177,3187.634649122806,3017.222209242801,2973.2904979874993
1956-08-01,3325.365659051212,3946,4060.843442770123,3406.8072200036063,4292.424122807017,4122.993878998552,4073.4739414001588
1956-09-01,3400.25902344146,3200,2806.723760822857,3576.161313368268,3542.634649122806,3374.1866132991286,3319.1107393782795
1956-10-01,3125.928019588873,2574,2876.90077444511,3163.2174240959125,3073.582017543859,2906.116186686031,2845.5166813955466
1956-11-01,2644.655755118025,2422,2486.6485372491134,2584.352714553313,2894.055701754385,2727.5720727820067,2661.481241136168
1956-12-01,2365.256304560589,2446,2227.893366873413,2348.3878613890806,2655.5293859649114,2490.027958234812,2418.4781028106718
1957-01-01,2209.931919420917,2828,2091.8702211722702,2185.179672707965,2478.7429824561395,2314.71485708411,2265.807584657212
1957-02-01,2396.6857138532428,2879,2407.069535848132,2448.9030426266413,2461.1114035087708,2299.0476926819088,2244.7782932655236
1957-03-01,2644.43816991807,2800,2905.136984827648,2700.4151369310007,2597.795614035087,2437.6963156185134,2378.1293952152832
1957-04-01,2707.216070106064,2835,2853.957148452494,2694.9031247874736,2705.848245614034,2547.713358752215,2482.9135220854387
1957-05-01,2760.9019718165614,2585,2897.5513764678635,2732.7325820056394,2768.7429824561395,2612.5725064091066,2542.6043580865153
1957-06-01,2735.4346366755994,2787,2817.8779052974987,2659.6898078148374,2923.216666666666,2769.0105997382575,2693.9387453237778
1957-07-01,3037.611242141993,3334,3066.490056054574,3023.917481850933,3313.4271929824554,3161.1855324684184,3081.0745785340678
1957-08-01,3794.098203268124,4746,4598.273226424708,3884.902627346025,4418.216666666666,4267.939406514222,4182.853962980544
1957-09-01,3972.813147176359,3613,3770.81687168409,4106.600753538056,3668.4271929824554,3520.114345104851,3430.11900392636
1957-10-01,3317.438892245936,3463,3358.173752999255,3278.3861545003847,3199.374561403508,3053.0261227818064,2958.185490845206
1957-11-01,3089.131054134893,3274,3140.227955865856,3029.660385678861,3019.8482456140346,2875.4642131678343,2775.8428974212898
1957-12-01,3011.8875882207326,2801,3198.6634411760806,2966.92187681363,2781.3219298245604,2638.902302910693,2534.5649078651363
1958-01-01,2950.376070793511,2488,3015.647233898225,2920.5510497589275,2604.5355263157885,2464.5714060500427,2383.6518404149024
1958-02-01,2812.294607818969,2386,2715.9089328706305,2799.3892474652584,2586.90394736842,2449.8864459378947,2364.412301660321
1958-03-01,2806.096329152718,2428,2707.301458926191,2821.5219132565226,2723.588157894736,2589.5172731645516,2499.585458181071
1958-04-01,2840.7696325252227,2678,2657.630920441685,2845.802993299502,2831.640789473683,2700.516520588306,2606.2239415560975
1958-05-01,2854.965463949121,2744,2613.690048175185,2838.562465056752,2894.5355263157885,2766.3578725352504,2667.8014359959284
1958-06-01,3102.732968323073,2772,2952.827128616708,3042.37175727488,3049.009210526315,2923.7781701544536,2821.0547836058277
1958-07-01,3622.677665454789,3520,3085.3079625306946,3565.87398639392,3439.2197368421043,3316.9353071746673,3210.141879122635
1958-08-01,4291.748214663574,3833,4557.493740505441,4285.592189263005,4544.009210526315,4424.671385510524,4313.904827809511
1958-09-01,3953.5217687580607,3377,3274.4537088830184,3974.076873185362,3794.2197368421043,3677.828528391205,3563.1857349296106
1958-10-01,3688.948744142144,3013,2906.6835564745124,3676.398636529757,3325.167105263157,3211.7225103582127,3093.30038995662
1958-11-01,3315.07043504879,2871,2852.617668510902,3313.8361574748305,3145.6407894736835,3035.1428050342934,2913.0382665747507
1958-12-01,2929.4748587667486,2592,2579.71740776787,2943.213558510373,2907.1144736842098,2799.5630990672043,2673.873048994526
1959-01-01,2639.92197503972,2375,2609.4389480750306,2630.3850825492696,2730.3280701754375,2626.214406496607,2525.105055454102
1959-02-01,2533.8365956968173,2304,2358.9496750089147,2520.8115625702694,2712.696491228069,2612.511650674511,2508.0428925432143
1959-03-01,2602.3616225095884,2464,2262.9825896095645,2591.705324161952,2849.380701754385,2753.1246821912214,2645.4257268415386
1959-04-01,2799.825995698264,2557,2511.748669102958,2810.6061060832176,2957.4333333333325,2865.106133905028,2754.3061899280233
1959-05-01,2877.645528288407,2739,2421.8264626730206,2865.2400590837706,3020.3280701754375,2931.9296901420253,2818.1579660131924
1959-06-01,3102.640008328245,2714,2771.0584830533,3081.9004744080426,3174.801754385964,3090.332192051281,2973.717897202313
1959-07-01,3506.6764162288505,3102,3294.38921096169,3503.6185882419863,3565.0122807017533,3484.471533361547,3365.1438782322252
1959-08-01,3706.876170473379,3961,4096.696249395776,3758.0948880279616,4669.801754385964,4593.189815987456,4471.278014366085
1959-09-01,3787.628988835105,3772,3243.8098446354616,3884.39901189337,3920.0122807017538,3847.3291631581906,3722.9624108670528
1959-10-01,3581.6387678457604,3245,3226.7241118635084,3622.044721303994,3450.9596491228062,3382.2053494152506,3255.5128572088133
1959-11-01,3227.395157250613,3104,3136.503953173662,3214.5541289854577,3271.4333333333325,3206.6078483813835,3077.7188270755746
1959-12-01,2933.325402428934,2869,2693.5769136677945,2933.322067998997,3032.9070175438587,2972.0103467043473,2841.054004677863
1960-01-01,2697.6958572936483,2513,2496.7203729793346,2684.077293815661,2856.120614035087,2799.643858423803,2694.818708253837
1960-02-01,2548.4546689282,2385,2474.9297271366595,2517.177722978662,2838.4890350877185,2786.9233068917597,2680.3215443932277
1960-03-01,2607.3030895653046,2756,2536.353133182487,2601.625780871332,2975.1732456140344,2928.5185426985217,2820.301679675712
1960-04-01,2857.9722013731684,2927,2860.1896413747427,2894.760340498888,3083.2258771929814,3041.482198702381,2931.811745680239
1960-05-01,3038.7646082029964,2940,3068.0907629429967,3055.5176733872413,3146.120614035087,3109.287959229431,2998.3254266173335
1960-06-01,3115.183068841628,3180,2925.468997796253,3074.599956149648,3300.594298245613,3268.6726654287395,3156.57956459226
1960-07-01,3546.060511834049,3791,3659.8518246975273,3519.485019968726,3690.8048245614027,3663.7942110290583,3550.7320543418605
1960-08-01,4119.843438093832,4093,4369.986949818151,4120.807627056546,4795.594298245614,4773.49469794502,4659.625001129292
1960-09-01,4083.878202258272,4309,3852.532619190846,4091.585796345547,4045.8048245614027,4028.6162494058067,3914.1005102177137
1960-10-01,3933.3221929268257,3532,3658.159265917131,3946.6701332260086,3576.752192982455,3564.4746399529195,3449.4743710808075
1960-11-01,3524.977976853388,3408,3519.8667358157945,3488.6807632312084,3397.225877192982,3389.8593432091056,3274.5360574027873
1960-12-01,3208.640992209408,2839,3169.970699326336,3206.1861585805773,3158.6995614035077,3156.2440458221217,3040.759253394176
1961-01-01,2762.7238613661325,2792,2723.2670553641456,2711.5452700484884,2981.913157894736,2984.85976183163,2897.4442772931297
1961-02-01,2731.545908249516,2798,2658.561616784177,2711.532403315188,2964.2815789473675,2973.121414589639,2885.899735689384
1961-03-01,2959.2364317798333,3007,3067.374063412337,2961.291515707602,3100.9657894736833,3115.698854686454,3028.8647951626153
1961-04-01,3179.737601065584,3086,3119.961552508722,3190.4929440160067,3209.0184210526304,3229.644714980366,3143.392087291769
1961-05-01,3300.236660985465,3201,3206.928432385176,3262.5133000968603,3271.9131578947363,3298.432679797468,3212.955296287372
1961-06-01,3566.009828370396,3428,3341.1050136827344,3506.87357655382,3426.3868421052625,3458.7995902868297,3374.2912642546926
1961-07-01,3973.129857955104,3754,3821.3504618258376,3909.720634159668,3816.5973684210517,3854.9033401772003,3771.557885930567
1961-08-01,4239.829185864329,4917,4432.251998404896,4181.346276780445,4921.386842105262,4965.586031383215,4883.597266578155
1961-09-01,4585.936468135064,3760,4696.851113640492,4534.41710218975,4171.597368421051,4221.689787134054,4141.251511460614
1961-10-01,3952.0928953912494,3609,3538.887514253568,3869.467994161316,3702.5447368421046,3758.53038197122,3679.8364100516296
1961-11-01,3635.879728345848,3471,3329.0632303282146,3603.2254408866393,3523.018421052631,3584.8972895174584,3508.141436035411
1961-12-01,3250.9255699170026,3347,3106.1618820762087,3233.892557109284,3284.492105263157,3352.264196420527,3277.640273622485
1962-01-01,3150.2085004385617,3333,3041.887684798929,3150.2472883936334,3107.7057017543852,3181.8621167200877,3137.6332410510067
1962-02-01,3189.1231988231925,3456,3157.8059292859944,3178.433085080117,3090.0741228070165,3171.10597376815,3129.428944910709
1962-03-01,3417.444311696019,3569,3508.9694468199123,3417.95267867308,3226.7583333333323,3314.6656181550175,3275.7665517812693
1962-04-01,3571.028695200808,3900,3671.23792239352,3540.2391009211847,3334.81096491228,3429.593682738982,3393.6986932416376
1962-05-01,3773.1212521204016,3909,3822.944608566954,3727.192542598791,3397.705701754385,3499.3638518461366,3466.699053502337
1962-06-01,3947.491755739719,4098,4067.827294895929,3851.997763115903,3552.1793859649115,3660.7129666255505,3631.5044746686335
1962-07-01,4326.364190243392,4826,4693.263911084071,4202.481698684725,3942.389912280701,4057.798920805975,4032.272851477367
1962-08-01,4774.017682144118,5770,5366.609942883282,4640.694589770634,5047.1793859649115,5169.463816302042,5147.846289191697
1962-09-01,4692.028769418816,5108,5154.450021952176,4583.990120925639,4297.389912280701,4426.549776342934,4409.06689307478
1962-10-01,4465.679336300494,4360,4721.733864279409,4318.317729553965,3828.3372807017536,3964.3725754701513,3951.250452600302
1962-11-01,4050.528367554913,4100,4350.547876672563,3910.008990652403,3648.81096491228,3791.7216873064426,3783.18644145247
1962-12-01,3776.160392683065,3562,3874.633435680257,3677.537839524889,3410.2846491228065,3560.0707984995643,3556.3485438418147
1963-01-01,3497.242240612324,3284,3743.420805368858,3407.4355580013034,3233.498245614034,3390.650923089177,3420.0370780064877
1963-02-01,3434.0444897388084,3278,3596.469915140806,3341.497445537206,3215.866666666666,3380.8769844272915,3415.5606505362257
1963-03-01,3616.794154493363,3424,3698.887484754231,3522.7185503932774,3352.5508771929817,3525.418833104212,3565.6584280107027
1963-04-01,3909.351561667385,3843,3788.856457269442,3807.939926987176,3460.6035087719292,3641.329101978229,3687.383042008868
1963-05-01,4134.267253249101,3614,3874.866653108444,4007.763259651333,3523.498245614034,3712.0814753754366,3764.20817674125
1963-06-01,4280.379008414775,3536,3987.5054007648,4080.402928052168,3677.9719298245604,3874.412794444903,3932.870674313108
1963-07-01,4635.688987725589,4505,4170.540755705464,4401.946567035037,4068.18245614035,4272.480952915379,4337.5284294612875
1963-08-01,5029.833476791291,5456,5438.841554397917,4813.052522192538,5172.971929824561,5385.128052701499,5457.023547448944
1963-09-01,5033.501498483392,4881,4534.1230016725785,4835.641285469419,4423.18245614035,4643.196217032444,4722.198133539236
1963-10-01,4725.717307107856,4041,4224.892197721685,4534.034493246169,3954.1298245614025,4182.001220449714,4268.367977205847
1963-11-01,4254.451439265738,3724,3900.4483555806783,4098.647097212724,3774.6035087719292,4010.332536576058,4104.32255213299
1963-12-01,3747.763478742794,3525,3341.972107779065,3657.273144179081,3536.077192982455,3779.663852059232,3881.53554253119
1964-01-01,3445.408876801296,3437,3258.504439803579,3391.9876130686494,3359.290789473683,3611.2261809388974,3749.3072666385997
1964-02-01,3426.44912419546,3324,3389.293976885231,3375.169424650377,3341.659210526315,3602.4344465670647,3748.9463310449582
1964-03-01,3619.637497236586,3977,3465.329305208072,3548.3578113770445,3478.343421052631,3747.958499534038,3903.191902329937
1964-04-01,4089.938932468348,4025,4055.996800949575,4034.156887867857,3586.396052631578,3864.8509726981074,4029.096612072485
1964-05-01,4043.5879997729166,4016,3891.072855744736,3935.620374466196,3649.290789473683,3936.5855503853672,4110.134144483133
1964-06-01,4151.863201701112,4031,4003.433157882055,3979.800076862783,3803.76447368421,4099.899073744887,4283.04134166714
1964-07-01,4635.08117740761,4489,4889.017150948133,4417.164980854934,4193.9749999999985,4498.949436505416,4691.97609836135
1964-08-01,4941.426806309752,5563,5610.526096567959,4732.131226207494,5298.76447368421,5612.578740581588,5815.780519828918
1964-09-01,4961.184636410441,5709,4993.839208255449,4789.111969329059,4548.9749999999985,4871.629109202585,5085.296711333004
1964-10-01,4791.198087556562,4620,4611.948816204971,4626.783760468806,4079.9223684210515,4411.416316909908,4635.840462347293
1964-11-01,4333.236376682881,4160,4419.473631015171,4157.653057790013,3900.396052631578,4240.729837326305,4476.201246555993
1964-12-01,3933.293421418427,4012,3886.592226805537,3795.0765018920633,3661.8697368421044,4011.043357099531,4257.852748169634
1965-01-01,3703.2011525602406,3987,3701.173794999824,3613.49102362778,3485.0833333333326,3843.5878902692493,4130.095285426367
1965-02-01,3725.436017216542,4155,3895.155507517573,3640.103878657562,3467.451754385964,3835.7783601874694,4134.237464915928
1965-03-01,4143.036879109929,4054,4460.723871879491,4024.208115894769,3604.1359649122796,3982.2846174444944,4293.018453217997
1965-04-01,4231.581876654223,4485,4488.057238938567,4089.550670374304,3712.188596491227,4100.159294898617,4423.490881911514
1965-05-01,4396.050911498625,4558,4394.346898340462,4240.221647027614,3775.0833333333326,4172.87607687593,4509.128435207012
